operation_id,date,worker_id,shift_id,zone,items_picked,error_count
OP114415,2025-04-05,W0028,S2,C,27.0,0
OP114416,2025-06-14,W0323,S2,A,22.0,0
OP114421,2025-01-29,W0097,S1,C,37.0,0
OP114425,2025-02-22,W0452,S2,D,24.0,0
OP114426,2025-01-23,W0435,S3,E,16.0,1
OP114435,2025-04-13,W0356,S2,A,39.0,1
OP114436,2025-02-12,W0161,S2,A,34.0,1
OP114440,2025-04-02,W0472,S1,C,3.0,1
OP114441,2025-02-11,W0497,S2,C,47.0,0
OP114443,2025-03-31,W0229,S2,D,32.0,1
OP114444,2025-03-10,W0360,S3,C,29.0,0
OP114446,2025-02-18,W0050,S2,A,41.0,0
OP114447,2025-06-08,W0484,S3,D,37.0,1
OP114452,2025-05-15,W0458,S1,A,49.0,1
OP114458,2025-06-14,W0035,S1,E,43.0,0
OP114459,2025-03-01,W0451,S3,E,24.0,0
OP114460,2025-05-01,W0209,S2,A,8.0,1
OP114462,2025-01-26,W0058,S3,A,14.0,0
OP114464,2025-06-10,W0340,S2,C,20.0,1
OP114465,2025-01-01,W0427,S2,B,39.0,1
OP114466,2025-02-10,W0089,S2,B,37.0,0
OP114476,2025-04-30,W0387,S2,E,15.0,0
OP114480,2025-04-12,W0380,S3,C,11.0,1
OP114484,2025-05-04,W0286,S1,D,44.0,0
OP114485,2025-02-02,W0140,S2,D,40.0,0
OP114489,2025-02-13,W0196,S3,E,23.0,0
OP114490,2025-05-03,W0260,S3,C,22.0,0
OP114491,2025-03-15,W0411,S2,B,38.0,0
OP114494,2025-06-28,W0247,S1,E,43.0,0
OP114496,2025-03-26,W0493,S3,C,14.0,0
OP114497,2025-06-14,W0054,S3,B,44.0,0
OP114500,2025-04-01,W0261,S1,E,36.0,0
OP114502,2025-06-23,W0158,S2,B,24.0,1
OP114503,2025-06-15,W0332,S3,E,40.0,0
OP114509,2025-06-15,W0063,S2,A,7.0,0
OP114510,2025-05-23,W0446,S2,A,37.0,0
OP114511,2025-05-12,W0158,S1,A,4.0,1
OP114512,2025-02-23,W0128,S2,D,49.0,0
OP114513,2025-05-10,W0170,S2,A,9.0,0
OP114514,2025-04-14,W0361,S2,E,16.0,0
OP114516,2025-05-15,W0115,S1,D,10.0,0
OP114517,2025-06-21,W0237,S2,B,10.0,0
OP114518,2025-02-22,W0136,S2,B,42.0,0
OP114526,2025-05-05,W0394,S1,B,2.0,0
OP114528,2025-05-25,W0010,S2,C,21.0,1
OP114529,2025-04-29,W0224,S1,C,35.0,0
OP114530,2025-05-06,W0074,S1,A,32.0,1
OP114532,2025-06-15,W0051,S2,C,22.0,0
OP114534,2025-02-03,W0063,S2,C,11.0,0
OP114536,2025-06-06,W0349,S1,A,34.0,0
OP114538,2025-02-23,W0090,S2,B,30.0,0
OP114545,2025-01-16,W0373,S3,E,41.0,0
OP114546,2025-06-15,W0138,S2,C,2.0,0
OP114547,2025-02-26,W0210,S1,D,46.0,0
OP114550,2025-06-16,W0188,S2,E,19.0,0
OP114553,2025-05-28,W0318,S2,A,1.0,0
OP114555,2025-05-18,W0267,S2,A,35.0,0
OP114559,2025-01-10,W0061,S3,A,1.0,0
OP114560,2025-02-20,W0077,S1,D,25.0,0
OP114562,2025-01-21,W0368,S1,B,11.0,1
OP114563,2025-06-25,W0067,S1,A,25.0,0
OP114568,2025-01-21,W0200,S2,A,14.0,0
OP114569,2025-03-22,W0307,S3,B,16.0,1
OP114570,2025-06-24,W0296,S2,E,46.0,0
OP114578,2025-02-19,W0080,S2,B,17.0,1
OP114580,2025-03-04,W0497,S3,E,43.0,1
OP114581,2025-01-15,W0254,S3,B,38.0,1
OP114582,2025-02-23,W0431,S2,E,38.0,0
OP114584,2025-05-27,W0263,S2,E,35.0,0
OP114585,2025-04-09,W0390,S2,A,4.0,0
OP114588,2025-03-30,W0107,S2,E,31.0,0
OP114589,2025-02-11,W0218,S2,A,43.0,1
OP114596,2025-03-15,W0164,S2,C,42.0,0
OP114597,2025-04-07,W0084,S2,C,23.0,0
OP114600,2025-06-18,W0493,S3,B,32.0,1
OP114601,2025-06-12,W0373,S2,D,43.0,0
OP114602,2025-03-11,W0441,S2,C,33.0,1
OP114603,2025-05-20,W0055,S2,C,17.0,0
OP114604,2025-06-18,W0348,S3,A,4.0,1
OP114606,2025-04-25,W0012,S2,B,33.0,0
OP114609,2025-01-03,W0130,S2,A,42.0,0
OP114610,2025-04-23,W0306,S3,C,13.0,1
OP114612,2025-05-28,W0421,S3,A,14.0,0
OP114613,2025-05-31,W0091,S2,C,43.0,1
OP114615,2025-05-30,W0078,S2,C,8.0,0
OP114616,2025-01-25,W0212,S3,E,10.0,1
OP114617,2025-03-04,W0435,S1,C,19.0,0
OP114620,2025-06-25,W0470,S2,E,21.0,0
OP114625,2025-04-29,W0426,S2,A,32.0,0
OP114627,2025-05-15,W0156,S2,D,6.0,0
OP114628,2025-04-24,W0084,S2,A,42.0,0
OP114631,2025-03-15,W0253,S2,B,31.0,0
OP114634,2025-01-28,W0149,S3,B,3.0,0
OP114637,2025-05-06,W0318,S2,A,37.0,1
OP114639,2025-04-21,W0102,S3,C,46.0,1
OP114640,2025-04-14,W0107,S3,D,30.0,0
OP114641,2025-01-01,W0326,S2,D,7.0,0
OP114643,2025-02-02,W0073,S2,E,35.0,0
OP114644,2025-03-14,W0045,S1,C,24.0,0
OP114645,2025-05-08,W0240,S3,B,27.0,1
OP114647,2025-06-25,W0349,S3,B,23.0,0
OP114649,2025-06-07,W0488,S2,B,1.0,0
OP114650,2025-03-31,W0050,S3,B,46.0,0
OP114651,2025-01-30,W0484,S2,B,29.0,1
OP114653,2025-03-16,W0419,S2,B,22.0,0
OP114654,2025-03-04,W0192,S2,E,28.0,1
OP114655,2025-04-21,W0343,S2,D,15.0,0
OP114656,2025-01-09,W0058,S2,E,36.0,0
OP114659,2025-06-15,W0107,S1,E,40.0,1
OP114660,2025-03-30,W0050,S2,E,42.0,0
OP114661,2025-02-10,W0366,S2,B,18.0,1
OP114665,2025-04-20,W0263,S3,E,18.0,0
OP114667,2025-05-02,W0323,S1,C,1.0,0
OP114670,2025-06-07,W0145,S2,C,3.0,0
OP114673,2025-05-08,W0074,S1,D,31.0,0
OP114676,2025-01-10,W0482,S2,E,9.0,1
OP114679,2025-03-28,W0162,S3,A,34.0,0
OP114684,2025-03-16,W0088,S2,B,42.0,1
OP114687,2025-05-11,W0003,S3,B,33.0,0
OP114688,2025-04-12,W0174,S2,A,9.0,0
OP114689,2025-03-04,W0378,S1,B,25.0,1
OP114692,2025-01-31,W0262,S3,B,5.0,0
OP114693,2025-06-20,W0410,S3,D,27.0,0
OP114697,2025-04-29,W0077,S1,A,12.0,0
OP114698,2025-04-25,W0051,S3,B,37.0,0
OP114701,2025-02-28,W0083,S2,B,1.0,0
OP114710,2025-03-29,W0487,S2,D,12.0,1
OP114711,2025-03-05,W0265,S1,A,13.0,0
OP114712,2025-04-12,W0023,S2,C,47.0,0
OP114714,2025-05-08,W0423,S2,A,9.0,1
OP114719,2025-02-24,W0409,S3,B,22.0,1
OP114720,2025-02-14,W0148,S1,C,33.0,0
OP114724,2025-01-21,W0294,S3,E,2.0,0
OP114727,2025-02-15,W0275,S1,A,32.0,0
OP114730,2025-04-09,W0310,S2,B,43.0,0
OP114731,2025-01-14,W0318,S2,E,48.0,0
OP114732,2025-02-28,W0244,S2,D,19.0,0
OP114733,2025-06-14,W0051,S2,E,11.0,0
OP114736,2025-03-27,W0475,S1,C,31.0,0
OP114738,2025-06-12,W0268,S2,A,14.0,0
OP114739,2025-03-02,W0435,S1,C,39.0,0
OP114744,2025-05-23,W0113,S1,B,17.0,0
OP114746,2025-01-09,W0221,S3,D,27.0,1
OP114748,2025-01-22,W0317,S2,B,45.0,0
OP114749,2025-04-08,W0452,S2,E,39.0,0
OP114750,2025-03-15,W0431,S2,E,44.0,0
OP114751,2025-06-24,W0237,S3,E,42.0,0
OP114753,2025-03-12,W0099,S2,B,27.0,0
OP114756,2025-01-01,W0250,S1,B,49.0,0
OP114757,2025-01-09,W0400,S2,A,2.0,0
OP114759,2025-04-25,W0466,S1,E,39.0,0
OP114761,2025-02-18,W0188,S2,A,43.0,0
OP114762,2025-02-24,W0201,S3,B,3.0,0
OP114767,2025-01-07,W0034,S2,B,4.0,0
OP114770,2025-06-11,W0305,S2,A,20.0,1
OP114772,2025-06-16,W0015,S1,E,43.0,1
OP114773,2025-04-18,W0263,S2,E,2.0,1
OP114774,2025-04-10,W0340,S2,D,9.0,0
OP114775,2025-02-27,W0424,S1,D,43.0,1
OP114777,2025-02-03,W0460,S3,D,30.0,0
OP114780,2025-01-17,W0236,S3,B,29.0,1
OP114783,2025-06-04,W0099,S2,A,32.0,0
OP114785,2025-06-24,W0021,S2,D,41.0,1
OP114788,2025-02-06,W0432,S2,B,33.0,0
OP114790,2025-03-08,W0415,S1,E,32.0,0
OP114792,2025-05-08,W0324,S3,C,31.0,1
OP114793,2025-06-04,W0217,S2,A,24.0,0
OP114795,2025-02-20,W0155,S2,C,4.0,0
OP114797,2025-05-24,W0499,S1,B,27.0,0
OP114798,2025-03-26,W0467,S3,B,19.0,0
OP114799,2025-01-29,W0180,S2,C,32.0,0
OP114800,2025-01-02,W0388,S2,D,43.0,0
OP114804,2025-03-29,W0415,S2,E,2.0,0
OP114807,2025-01-17,W0138,S2,A,38.0,0
OP114812,2025-01-08,W0237,S3,B,44.0,0
OP114813,2025-04-06,W0311,S3,A,37.0,0
OP114815,2025-02-12,W0229,S2,A,36.0,0
OP114818,2025-01-31,W0138,S2,E,17.0,0
OP114820,2025-01-23,W0385,S1,A,5.0,0
OP114825,2025-05-12,W0050,S3,E,9.0,0
OP114827,2025-06-03,W0463,S2,A,22.0,0
OP114831,2025-03-29,W0221,S2,C,45.0,0
OP114832,2025-06-28,W0485,S1,E,31.0,0
OP114835,2025-06-29,W0008,S2,B,10.0,0
OP114846,2025-04-16,W0289,S2,B,46.0,0
OP114847,2025-02-15,W0266,S3,C,7.0,0
OP114848,2025-01-30,W0208,S1,E,4.0,0
OP114849,2025-03-06,W0480,S3,D,33.0,0
OP114851,2025-02-03,W0473,S2,C,4.0,0
OP114852,2025-06-05,W0120,S2,A,8.0,0
OP114854,2025-01-05,W0371,S2,D,1.0,1
OP114855,2025-02-08,W0283,S3,E,49.0,0
OP114858,2025-02-14,W0291,S2,C,45.0,0
OP114862,2025-06-26,W0430,S2,C,2.0,0
OP114864,2025-05-22,W0182,S2,E,24.0,0
OP114867,2025-01-25,W0086,S2,C,22.0,0
OP114869,2025-05-22,W0284,S2,C,46.0,0
OP114871,2025-05-17,W0380,S2,C,29.0,1
OP114872,2025-06-07,W0286,S3,D,20.0,0
OP114876,2025-03-28,W0191,S2,A,45.0,0
OP114877,2025-04-22,W0153,S1,C,11.0,0
OP114880,2025-06-21,W0288,S1,E,25.0,0
OP114881,2025-02-16,W0238,S1,D,7.0,0
OP114882,2025-02-03,W0359,S3,E,34.0,0
OP114884,2025-01-03,W0317,S2,A,39.0,0
OP114885,2025-02-18,W0215,S1,A,35.0,0
OP114887,2025-01-04,W0445,S2,A,40.0,1
OP114889,2025-04-24,W0257,S2,C,47.0,0
OP114892,2025-03-29,W0102,S2,A,40.0,1
OP114893,2025-03-22,W0347,S2,C,47.0,0
OP114894,2025-01-21,W0130,S2,B,8.0,0
OP114895,2025-01-13,W0343,S2,C,25.0,0
OP114899,2025-03-07,W0092,S3,C,25.0,1
OP114901,2025-05-10,W0380,S2,E,27.0,0
OP114904,2025-02-15,W0157,S3,A,25.0,0
OP114909,2025-03-05,W0207,S1,B,29.0,0
OP114912,2025-02-12,W0454,S3,C,6.0,0
OP114919,2025-04-07,W0123,S2,D,34.0,1
OP114920,2025-04-15,W0421,S2,A,6.0,0
OP114921,2025-03-01,W0053,S2,C,31.0,0
OP114923,2025-04-25,W0367,S1,D,47.0,0
OP114925,2025-05-22,W0051,S2,D,13.0,0
OP114926,2025-01-21,W0116,S1,A,40.0,0
OP114935,2025-06-02,W0287,S1,A,22.0,0
OP114936,2025-03-05,W0240,S2,E,27.0,1
OP114939,2025-05-27,W0052,S1,A,11.0,0
OP114945,2025-01-18,W0492,S3,A,31.0,1
OP114946,2025-05-10,W0045,S3,C,41.0,0
OP114947,2025-05-29,W0151,S3,A,25.0,1
OP114948,2025-05-08,W0198,S2,C,19.0,0
OP114949,2025-04-17,W0103,S1,B,21.0,1
OP114950,2025-04-30,W0269,S2,C,15.0,1
OP114952,2025-05-20,W0174,S2,A,47.0,0
OP114960,2025-04-05,W0395,S1,B,1.0,1
OP114961,2025-06-04,W0246,S3,E,15.0,0
OP114966,2025-01-16,W0022,S2,B,27.0,0
OP114968,2025-03-11,W0367,S2,A,27.0,0
OP114973,2025-03-31,W0475,S2,C,16.0,0
OP114975,2025-06-12,W0253,S1,C,49.0,0
OP114976,2025-03-06,W0321,S3,B,49.0,0
OP114979,2025-04-29,W0485,S3,D,19.0,0
OP114980,2025-01-11,W0120,S1,C,47.0,0
OP114984,2025-05-28,W0346,S2,D,48.0,0
OP114986,2025-03-03,W0135,S1,C,41.0,0
OP114987,2025-06-02,W0289,S1,B,20.0,0
OP114990,2025-06-20,W0484,S2,E,1.0,0
OP114994,2025-03-26,W0060,S2,B,8.0,0
OP114995,2025-04-15,W0136,S2,E,26.0,1
OP114996,2025-03-04,W0496,S1,E,35.0,0
OP114997,2025-01-19,W0116,S1,E,22.0,0
OP115001,2025-02-19,W0436,S2,A,9.0,0
OP115006,2025-02-17,W0012,S1,B,30.0,0
OP115007,2025-05-02,W0276,S2,E,35.0,1
OP115008,2025-01-13,W0227,S2,D,33.0,0
OP115009,2025-05-11,W0174,S3,C,45.0,0
OP115010,2025-04-10,W0003,S3,B,38.0,0
OP115014,2025-03-03,W0211,S3,D,37.0,0
OP115019,2025-01-29,W0146,S2,D,4.0,1
OP115021,2025-06-25,W0378,S2,D,11.0,0
OP115023,2025-06-05,W0120,S3,C,24.0,0
OP115026,2025-04-07,W0002,S3,C,34.0,0
OP115028,2025-06-03,W0357,S3,A,25.0,0
OP115029,2025-05-24,W0010,S2,C,18.0,0
OP115030,2025-01-01,W0122,S2,E,46.0,0
OP115032,2025-06-24,W0248,S1,E,14.0,1
OP115035,2025-06-17,W0443,S2,C,38.0,0
OP115036,2025-01-25,W0068,S2,D,2.0,1
OP115037,2025-02-25,W0075,S2,E,27.0,1
OP115042,2025-05-12,W0446,S2,E,31.0,0
OP115043,2025-03-09,W0091,S2,C,46.0,0
OP115045,2025-05-18,W0471,S1,C,46.0,0
OP115047,2025-05-09,W0315,S2,C,42.0,1
OP115049,2025-02-24,W0253,S1,D,19.0,1
OP115053,2025-05-07,W0194,S2,C,13.0,1
OP115054,2025-05-08,W0146,S2,E,15.0,0
OP115065,2025-05-26,W0137,S3,C,28.0,0
OP115067,2025-06-04,W0059,S3,D,8.0,0
OP115070,2025-05-02,W0087,S2,D,39.0,0
OP115072,2025-01-20,W0219,S2,B,26.0,0
OP115073,2025-01-15,W0140,S2,C,17.0,0
OP115076,2025-06-10,W0314,S2,D,40.0,0
OP115077,2025-06-01,W0446,S2,E,1.0,1
OP115079,2025-06-27,W0220,S3,A,6.0,0
OP115081,2025-03-01,W0394,S3,B,44.0,0
OP115082,2025-03-15,W0222,S1,E,46.0,1
OP115084,2025-04-30,W0274,S1,D,27.0,1
OP115085,2025-01-03,W0032,S3,D,47.0,0
OP115086,2025-02-27,W0305,S2,B,16.0,0
OP115091,2025-02-01,W0177,S2,D,20.0,0
OP115095,2025-03-18,W0295,S3,E,6.0,0
OP115097,2025-03-09,W0462,S1,D,15.0,0
OP115098,2025-02-25,W0278,S2,A,25.0,0
OP115100,2025-04-17,W0400,S2,C,15.0,0
OP115105,2025-05-12,W0018,S1,D,43.0,1
OP115107,2025-06-02,W0025,S3,C,49.0,0
OP115110,2025-01-19,W0167,S3,C,39.0,0
OP115119,2025-01-03,W0339,S1,E,18.0,1
OP115120,2025-03-10,W0495,S2,B,24.0,0
OP115126,2025-03-12,W0012,S2,C,34.0,0
OP115129,2025-03-02,W0408,S3,D,19.0,1
OP115130,2025-01-03,W0198,S2,C,30.0,0
OP115132,2025-03-18,W0276,S1,D,40.0,0
OP115133,2025-03-27,W0210,S2,C,20.0,1
OP115140,2025-02-23,W0261,S3,E,3.0,0
OP115141,2025-02-06,W0076,S3,B,49.0,1
OP115144,2025-04-13,W0241,S3,B,21.0,1
OP115145,2025-01-13,W0243,S2,A,28.0,0
OP115147,2025-06-27,W0190,S2,B,36.0,0
OP115148,2025-04-29,W0258,S2,E,35.0,0
OP115150,2025-03-07,W0050,S3,D,42.0,0
OP115151,2025-06-25,W0371,S2,C,22.0,0
OP115153,2025-04-08,W0101,S2,E,42.0,1
OP115155,2025-01-29,W0155,S2,B,27.0,0
OP115156,2025-06-11,W0242,S2,C,4.0,1
OP115159,2025-02-05,W0161,S3,B,2.0,0
OP115161,2025-06-05,W0224,S2,E,29.0,0
OP115164,2025-01-12,W0129,S3,E,22.0,0
OP115165,2025-05-26,W0057,S2,D,14.0,0
OP115167,2025-01-23,W0102,S2,E,14.0,0
OP115169,2025-04-13,W0127,S1,C,27.0,1
OP115175,2025-04-24,W0257,S2,D,49.0,0
OP115177,2025-05-11,W0338,S2,D,40.0,0
OP115180,2025-01-05,W0253,S2,B,16.0,0
OP115181,2025-06-28,W0062,S1,D,37.0,0
OP115182,2025-02-24,W0129,S1,D,25.0,0
OP115184,2025-03-27,W0470,S2,C,9.0,0
OP115186,2025-04-26,W0045,S3,C,23.0,0
OP115190,2025-06-29,W0004,S2,D,36.0,1
OP115194,2025-02-24,W0410,S2,C,10.0,0
OP115201,2025-04-02,W0015,S2,B,43.0,0
OP115205,2025-04-23,W0190,S3,D,37.0,0
OP115206,2025-01-17,W0006,S1,E,49.0,1
OP115208,2025-04-13,W0210,S3,A,47.0,0
OP115209,2025-03-02,W0005,S3,E,19.0,1
OP115210,2025-04-25,W0165,S2,C,17.0,0
OP115211,2025-03-03,W0407,S2,A,15.0,0
OP115212,2025-04-06,W0091,S2,A,6.0,1
OP115215,2025-03-02,W0080,S2,C,37.0,0
OP115216,2025-06-09,W0104,S1,E,15.0,1
OP115217,2025-02-27,W0130,S1,B,44.0,1
OP115218,2025-06-05,W0371,S1,C,5.0,0
OP115220,2025-06-24,W0030,S2,B,4.0,0
OP115221,2025-02-20,W0431,S2,D,24.0,1
OP115222,2025-03-26,W0314,S2,A,47.0,0
OP115223,2025-03-02,W0338,S1,B,34.0,0
OP115225,2025-05-12,W0238,S1,D,34.0,0
OP115226,2025-02-28,W0363,S3,C,21.0,0
OP115227,2025-02-25,W0295,S2,B,23.0,0
OP115228,2025-05-15,W0098,S2,D,40.0,0
OP115231,2025-04-13,W0294,S1,D,41.0,0
OP115232,2025-05-16,W0037,S2,E,20.0,0
OP115235,2025-05-04,W0414,S1,D,31.0,0
OP115236,2025-03-19,W0493,S2,A,24.0,0
OP115239,2025-03-02,W0388,S3,D,34.0,1
OP115240,2025-06-12,W0408,S3,B,27.0,0
OP115245,2025-02-27,W0486,S3,C,31.0,0
OP115247,2025-05-07,W0287,S1,C,31.0,0
OP115248,2025-05-05,W0303,S3,D,43.0,0
OP115250,2025-04-24,W0205,S3,D,19.0,0
OP115252,2025-03-09,W0126,S3,C,9.0,0
OP115253,2025-02-12,W0036,S1,D,47.0,0
OP115256,2025-03-27,W0081,S1,A,24.0,1
OP115257,2025-05-05,W0328,S2,B,26.0,0
OP115258,2025-01-06,W0107,S2,A,33.0,0
OP115260,2025-02-15,W0182,S3,A,48.0,0
OP115262,2025-06-27,W0420,S2,C,48.0,1
OP115263,2025-01-27,W0093,S1,E,15.0,1
OP115265,2025-04-26,W0344,S1,D,39.0,0
OP115266,2025-01-25,W0072,S2,A,17.0,0
OP115267,2025-05-28,W0420,S3,E,17.0,1
OP115270,2025-03-12,W0302,S2,E,11.0,1
OP115271,2025-06-29,W0123,S2,A,44.0,1
OP115274,2025-03-03,W0147,S2,B,47.0,0
OP115275,2025-06-10,W0079,S3,B,40.0,1
OP115278,2025-03-03,W0140,S3,D,44.0,0
OP115279,2025-06-10,W0264,S2,E,35.0,0
OP115282,2025-02-08,W0443,S2,A,13.0,0
OP115284,2025-03-25,W0307,S2,D,48.0,1
OP115286,2025-01-11,W0483,S2,B,17.0,0
OP115295,2025-03-24,W0446,S2,B,25.0,0
OP115296,2025-01-04,W0397,S1,B,29.0,1
OP115297,2025-05-24,W0128,S2,E,33.0,0
OP115298,2025-06-26,W0301,S2,C,27.0,0
OP115301,2025-01-29,W0045,S2,B,31.0,1
OP115303,2025-03-02,W0362,S3,D,12.0,0
OP115304,2025-05-22,W0006,S3,B,23.0,1
OP115307,2025-01-26,W0400,S2,C,9.0,1
OP115311,2025-02-12,W0420,S2,C,3.0,1
OP115313,2025-04-22,W0360,S2,A,42.0,0
OP115316,2025-01-30,W0087,S2,E,25.0,0
OP115320,2025-04-24,W0224,S1,E,46.0,1
OP115322,2025-03-16,W0271,S2,E,23.0,1
OP115323,2025-06-24,W0296,S2,E,6.0,1
OP115324,2025-06-27,W0439,S1,E,39.0,0
OP115326,2025-02-23,W0294,S2,D,4.0,0
OP115327,2025-04-12,W0450,S2,D,41.0,1
OP115328,2025-06-12,W0435,S2,E,8.0,0
OP115334,2025-05-24,W0447,S1,E,9.0,1
OP115337,2025-04-01,W0358,S2,C,9.0,1
OP115338,2025-01-23,W0216,S1,A,43.0,0
OP115340,2025-02-05,W0364,S2,B,32.0,0
OP115344,2025-01-19,W0077,S3,E,49.0,0
OP115345,2025-06-07,W0272,S2,C,40.0,0
OP115348,2025-04-06,W0208,S1,B,17.0,0
OP115349,2025-02-21,W0157,S2,E,33.0,0
OP115350,2025-05-11,W0279,S2,C,31.0,0
OP115351,2025-06-17,W0259,S3,D,13.0,0
OP115353,2025-05-04,W0499,S3,A,43.0,0
OP115359,2025-05-15,W0160,S3,E,3.0,0
OP115361,2025-04-01,W0114,S1,E,3.0,0
OP115369,2025-02-23,W0220,S3,C,31.0,1
OP115373,2025-04-15,W0096,S1,D,16.0,1
OP115382,2025-02-03,W0187,S2,B,41.0,0
OP115383,2025-02-05,W0439,S2,B,22.0,0
OP115384,2025-01-15,W0123,S2,D,44.0,0
OP115388,2025-02-20,W0397,S2,E,36.0,1
OP115390,2025-03-05,W0237,S2,C,49.0,1
OP115392,2025-06-07,W0225,S1,E,48.0,0
OP115395,2025-04-21,W0282,S1,A,25.0,1
OP115397,2025-03-30,W0262,S2,D,38.0,1
OP115398,2025-04-28,W0452,S3,D,2.0,0
OP115399,2025-02-14,W0459,S3,A,41.0,0
OP115402,2025-05-03,W0484,S3,A,44.0,0
OP115403,2025-03-06,W0477,S2,E,40.0,0
OP115404,2025-06-03,W0061,S3,D,22.0,1
OP115405,2025-03-18,W0038,S2,C,44.0,1
OP115407,2025-02-20,W0180,S2,E,1.0,0
OP115411,2025-05-14,W0486,S2,B,47.0,0
OP115412,2025-05-10,W0236,S3,A,22.0,1
OP115414,2025-03-10,W0218,S2,E,25.0,1
OP115415,2025-04-05,W0063,S2,E,14.0,0
OP115417,2025-01-14,W0117,S1,D,43.0,0
OP115420,2025-05-14,W0113,S2,E,49.0,0
OP115423,2025-03-20,W0240,S2,C,13.0,0
OP115426,2025-01-27,W0397,S1,B,28.0,0
OP115427,2025-04-11,W0223,S2,E,13.0,0
OP115430,2025-04-01,W0421,S3,C,25.0,1
OP115432,2025-04-16,W0346,S1,B,43.0,1
OP115444,2025-04-10,W0050,S1,E,28.0,1
OP115447,2025-04-09,W0212,S1,A,36.0,0
OP115448,2025-05-28,W0337,S1,D,44.0,0
OP115450,2025-05-18,W0407,S2,A,14.0,0
OP115453,2025-02-25,W0042,S1,C,13.0,0
OP115457,2025-05-15,W0077,S2,C,36.0,0
OP115458,2025-05-25,W0209,S2,E,13.0,0
OP115460,2025-04-30,W0229,S2,D,22.0,0
OP115461,2025-03-10,W0044,S3,B,29.0,0
OP115464,2025-01-23,W0268,S2,A,47.0,0
OP115468,2025-06-08,W0206,S2,B,14.0,1
OP115473,2025-05-20,W0179,S2,B,4.0,0
OP115474,2025-05-23,W0379,S1,A,32.0,0
OP115475,2025-02-26,W0220,S2,D,35.0,0
OP115477,2025-01-06,W0238,S2,C,42.0,1
OP115482,2025-03-03,W0290,S1,C,30.0,1
OP115484,2025-04-08,W0242,S3,B,23.0,1
OP115487,2025-05-05,W0298,S1,A,13.0,0
OP115494,2025-03-18,W0191,S1,B,36.0,0
OP115496,2025-01-29,W0371,S2,C,18.0,1
OP115497,2025-02-04,W0302,S2,B,35.0,0
OP115498,2025-04-03,W0420,S2,D,9.0,0
OP115506,2025-06-24,W0292,S1,C,18.0,1
OP115511,2025-02-21,W0001,S3,A,9.0,0
OP115512,2025-04-27,W0126,S3,B,16.0,1
OP115513,2025-03-03,W0321,S1,B,11.0,0
OP115516,2025-02-14,W0257,S2,B,28.0,0
OP115518,2025-05-31,W0344,S1,E,34.0,0
OP115519,2025-04-28,W0403,S2,A,40.0,1
OP115520,2025-06-20,W0270,S2,B,11.0,0
OP115521,2025-01-28,W0348,S1,D,42.0,0
OP115522,2025-01-05,W0191,S2,E,27.0,0
OP115529,2025-01-12,W0462,S2,A,4.0,0
OP115530,2025-01-26,W0001,S2,C,36.0,0
OP115531,2025-02-10,W0263,S2,C,23.0,0
OP115535,2025-04-13,W0269,S2,A,16.0,0
OP115537,2025-05-26,W0356,S2,C,18.0,1
OP115542,2025-03-13,W0342,S1,C,8.0,0
OP115545,2025-03-30,W0333,S2,E,29.0,0
OP115546,2025-05-03,W0193,S2,D,36.0,0
OP115547,2025-03-02,W0223,S2,C,24.0,0
OP115550,2025-01-15,W0232,S2,A,44.0,1
OP115553,2025-04-23,W0094,S2,A,34.0,0
OP115554,2025-06-01,W0432,S2,E,25.0,1
OP115555,2025-02-15,W0486,S2,A,47.0,0
OP115557,2025-05-21,W0226,S2,A,8.0,1
OP115559,2025-03-17,W0148,S2,B,8.0,0
OP115560,2025-06-06,W0453,S3,A,12.0,0
OP115561,2025-05-29,W0467,S3,D,18.0,0
OP115562,2025-04-23,W0410,S2,B,29.0,0
OP115563,2025-05-12,W0287,S1,E,33.0,0
OP115566,2025-03-11,W0029,S3,A,23.0,1
OP115569,2025-03-17,W0454,S2,D,3.0,0
OP115570,2025-06-12,W0219,S1,B,44.0,1
OP115572,2025-03-15,W0039,S2,D,33.0,0
OP115574,2025-01-16,W0056,S2,D,44.0,0
OP115575,2025-01-09,W0479,S3,A,37.0,0
OP115577,2025-02-27,W0266,S3,E,35.0,1
OP115580,2025-06-11,W0366,S1,D,4.0,0
OP115581,2025-02-06,W0012,S1,E,9.0,0
OP115586,2025-03-12,W0475,S2,E,37.0,0
OP115587,2025-04-18,W0266,S2,D,41.0,0
OP115589,2025-04-26,W0006,S2,E,30.0,0
OP115590,2025-02-23,W0127,S2,A,21.0,0
OP115594,2025-01-02,W0155,S2,A,13.0,0
OP115597,2025-06-28,W0469,S1,B,18.0,0
OP115599,2025-01-03,W0189,S1,E,3.0,0
OP115606,2025-04-13,W0102,S1,B,49.0,0
OP115608,2025-02-05,W0285,S1,C,17.0,0
OP115609,2025-06-15,W0446,S3,D,23.0,1
OP115610,2025-04-14,W0134,S3,B,42.0,0
OP115613,2025-01-31,W0341,S2,A,41.0,0
OP115616,2025-03-21,W0498,S1,B,26.0,0
OP115617,2025-02-26,W0323,S3,C,11.0,0
OP115618,2025-06-11,W0310,S3,E,26.0,0
OP115621,2025-01-07,W0003,S2,B,11.0,1
OP115622,2025-06-05,W0267,S2,C,4.0,1
OP115624,2025-02-14,W0465,S2,A,33.0,0
OP115627,2025-03-31,W0256,S2,A,12.0,0
